DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
4,17XX SEYMOUR AVENUE,39.1901095579532,-84.4638454223964,ROSELAWN,ROSELAWN,"1,505",41104680,1,"CINC, OH 45207",BLACK,FEMALE,22,NONFATAL,07/23/2011 12:00:00 AM,JUL,031000,3,SAT,41104680,07/23/2011 03:10:00 AM,DISTRICT 4,45237,ROSELAWN
3,25XX NOTTINGHAM RD,39.1566910201694,-84.5617314141414,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,631,30906278,1,,BLACK,MALE,24,NONFATAL,07/09/2009 12:00:00 AM,JUL,,N/A,THU,30906278,07/09/2009 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
5,53XX BAHAMA TE,39.1874238103454,-84.5663846725231,MT AIRY,MT. AIRY,"2,779",149024909,1,"CINCINNATI, OH 45223",BLACK,MALE,14,NONFATAL,09/30/2014 12:00:00 AM,SEP,201200,20,TUE,149024909,09/30/2014 08:12:00 PM,DISTRICT 5,45223,MOUNT AIRY
3,18XX WESTWOOD AV,39.1263785093751,-84.5582871441884,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,"1,899",129020912,1,"CINC, OH 45214",BLACK,MALE,44,NONFATAL,07/28/2012 12:00:00 AM,JUL,182000,18,SAT,129020912,07/28/2012 06:20:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
3,31XX FERNCREST CT,39.145381503477,-84.5838316894373,WESTWOOD,WESTWOOD,"3,068",159015536,1,"CINCINNATI, OH 45237",BLACK,MALE,20,NONFATAL,06/17/2015 12:00:00 AM,JUN,160000,16,WED,159015536,06/17/2015 04:00:00 PM,DISTRICT 3,45211,WESTWOOD
5,25XX HALSTEAD ST,39.1266609175634,-84.531739439339,CUF,CUF,"2,894",159003287,1,"CINCINNATI, OH 45214",BLACK,FEMALE,30,NONFATAL,02/08/2015 12:00:00 AM,FEB,100400,10,SUN,159003287,02/08/2015 10:04:00 AM,DISTRICT 5,45214,CUF
4,29XX GILBERT AV,39.1347912089967,-84.4875514185226,WALNUT HILLS,WALNUT HILLS,343,40807901,1,,WHITE,MALE,22,NONFATAL,10/21/2008 12:00:00 AM,OCT,,N/A,TUE,40807901,10/21/2008 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,17XX GARDEN LN,39.174613369705,-84.4659912945287,BOND HILL,BOND HILL,"3,721",169029104,1,,BLACK,MALE,27,NONFATAL,11/06/2016 12:00:00 AM,NOV,195000,19,SUN,169029104,11/06/2016 07:50:00 PM,DISTRICT 4,,BOND HILL
3,10XX ROSEMONT AV,39.1108654108354,-84.5842785119653,WEST PRICE HILL,WEST PRICE HILL,"4,070",179037727,3,,WHITE,FEMALE,47,NONFATAL,09/11/2017 12:00:00 AM,SEP,211900,21,MON,179037727,09/11/2017 09:19:00 PM,DISTRICT 3,,WEST PRICE HILL
5,11XX ATWOOD AV,39.1991398499793,-84.5390656675644,COLLEGE HILL,COLLEGE HILL,"4,497",189032348,1,,BLACK,MALE,39,NONFATAL,12/11/2018 12:00:00 AM,DEC,201000,20,TUE,189032348,12/11/2018 08:10:00 PM,DISTRICT 5,,COLLEGE HILL
4,5XX HALE AV,39.1399574234627,-84.497187900606,AVONDALE,AVONDALE,"1,685",41108200,1,"CINC, OH 45229",BLACK,MALE,35,NONFATAL,12/24/2011 12:00:00 AM,DEC,060000,6,SAT,41108200,12/24/2011 06:00:00 AM,DISTRICT 4,45229,AVONDALE
4,35XX ALASKA AV,39.1492284773082,-84.4989784320198,AVONDALE,AVONDALE,"1,484",41104383,1,"CINC, OH 45229",BLACK,MALE,30,NONFATAL,07/11/2011 12:00:00 AM,JUL,180000,18,MON,41104383,07/11/2011 06:00:00 PM,DISTRICT 4,45229,AVONDALE
5,21XX WEST NORTH BEND RD,39.2032348451309,-84.5626792759775,COLLEGE HILL,MT. AIRY,"3,568",169017874,1,"CINCINNATI, OH 45224",BLACK,MALE,21,NONFATAL,07/18/2016 12:00:00 AM,JUL,170800,17,MON,169017874,07/18/2016 05:08:00 PM,DISTRICT 5,,COLLEGE HILL
4,35XX BURNET AV,39.144525763186,-84.4990265394915,AVONDALE,AVONDALE,101,40802737,1,,BLACK,MALE,22,NONFATAL,04/25/2008 12:00:00 AM,APR,,N/A,FRI,40802737,04/25/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,25XX STANTON AV,39.125183937394,-84.4928986806685,WALNUT HILLS,WALNUT HILLS,"1,592",41106302,1,"CINC, OH 45229",BLACK,MALE,46,NONFATAL,09/30/2011 12:00:00 AM,SEP,140900,14,FRI,41106302,09/30/2011 02:09:00 PM,DISTRICT 4,45206,WALNUT HILLS
1,18XX ELM ST,39.1153884399675,-84.5191093712936,OVER-THE-RHINE,OVER-THE-RHINE,"2,345",139021494,4,"CINC, OH 45202",BLACK,FEMALE,49,NONFATAL,08/12/2013 12:00:00 AM,AUG,220400,22,MON,139021494,08/12/2013 10:04:00 PM,DISTRICT 1,45202,OTR
5,53XX HOLLAND DRIVE,39.18862897143,-84.5127924351405,WINTON HILLS,WINTON HILLS,"1,602",51105643,2,"CINC, OH 45223",BLACK,MALE,21,NONFATAL,10/06/2011 12:00:00 AM,OCT,000400,0,THU,51105643,10/06/2011 12:04:00 AM,DISTRICT 5,45232,WINTON HILLS
3,34XX WARSAW AV,39.1108690689665,-84.5659649583136,EAST PRICE HILL,EAST PRICE HILL,"1,603",31108804,1,"CINC, OH 45238",BLACK,MALE,30,NONFATAL,10/08/2011 12:00:00 AM,OCT,185000,18,SAT,31108804,10/08/2011 06:50:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,23XX IROLL AV,39.149898227527,-84.5635598898156,EAST WESTWOOD,EAST WESTWOOD,"3,801",179002275,1,,BLACK,MALE,24,NONFATAL,01/23/2017 12:00:00 AM,JAN,230000,23,MON,179002275,01/23/2017 11:00:00 PM,DISTRICT 3,,EAST WESTWOOD
3,39XX GLENWAY AVE,39.1139446693937,-84.5781367050045,WEST PRICE HILL,WEST PRICE HILL,"1,804",129010915,1,"CINC, OH",BLACK,MALE,19,NONFATAL,04/27/2012 12:00:00 AM,APR,235000,23,FRI,129010915,04/27/2012 11:50:00 PM,DISTRICT 3,45205,WEST PRICE HILL
4,34XX DURY AV,39.1433284604679,-84.5058236935813,AVONDALE,AVONDALE,"2,956",159008636,1,"NEW RICHMOND, OH 4515",WHITE,MALE,31,NONFATAL,04/10/2015 12:00:00 AM,APR,180000,18,FRI,159008636,04/10/2015 06:00:00 PM,DISTRICT 4,45220,AVONDALE
5,58XX ST ELMO AV,39.1972735327341,-84.5412586919093,COLLEGE HILL,COLLEGE HILL,"4,019",179030727,1,,BLACK,MALE,15,NONFATAL,08/02/2017 12:00:00 AM,AUG,114000,11,WED,179030727,08/02/2017 11:40:00 AM,DISTRICT 5,,COLLEGE HILL
4,37XX VINE ST,39.1537289147483,-84.5072718769297,AVONDALE,AVONDALE,"1,208",41007131,1,"CINC, OH 45211",BLACK,MALE,33,FATAL,11/07/2010 12:00:00 AM,NOV,,N/A,SUN,41007131,11/07/2010 12:00:00 AM,DISTRICT 4,45220,CLIFTON
4,48XX READING RD,39.176320835184,-84.4677716708762,BOND HILL,BOND HILL,"1,407",41103092,3,"CINC, OH 45202",BLACK,MALE,23,NONFATAL,05/22/2011 12:00:00 AM,MAY,213500,21,SUN,41103092,05/22/2011 09:35:00 PM,DISTRICT 4,45237,BOND HILL
3,9XX FAIRBANKS AV,39.1084972054811,-84.5685196325927,EAST PRICE HILL,EAST PRICE HILL,"1,800",129010217,2,"CINC, OH 45219",BLACK,MALE,20,NONFATAL,04/21/2012 12:00:00 AM,APR,212400,21,SAT,129010217,04/21/2012 09:24:00 PM,DISTRICT 3,45205,EAST PRICE HILL
1,XX E 15TH ST #2F,39.1130190945005,-84.5141873348199,OVER-THE-RHINE,OVER-THE-RHINE,"1,282",11100188,1,"CINC., OH 45202",BLACK,MALE,44,NONFATAL,01/15/2011 12:00:00 AM,JAN,212500,21,SAT,11100188,01/15/2011 09:25:00 PM,DISTRICT 1,45202,OTR
1,4XX E THIRTEENTH ST,39.1109641144306,-84.5068792874868,PENDLETON,PENDLETON,588,10902385,3,,BLACK,FEMALE,3,FATAL,06/02/2009 12:00:00 AM,JUN,,N/A,TUE,10902385,06/02/2009 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,18XX KNOX ST,39.1291271496508,-84.5574717814639,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,"4,382",189021631,2,,BLACK,FEMALE,21,NONFATAL,08/08/2018 12:00:00 AM,AUG,094000,9,WED,189021631,08/08/2018 09:40:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
4,70XX EASTLAWN DR,39.189407435918,-84.4576505969048,ROSELAWN,ROSELAWN,"4,481",189030682,1,,BLACK,MALE,50,NONFATAL,11/20/2018 12:00:00 AM,NOV,142000,14,TUE,189030682,11/20/2018 02:20:00 PM,DISTRICT 4,,ROSELAWN
3,36XX MARIA AV,39.1114870134756,-84.5700561949841,EAST PRICE HILL,EAST PRICE HILL,"1,365",31103066,1,"CINC, OH 45202",BLACK,MALE,22,NONFATAL,04/18/2011 12:00:00 AM,APR,162700,16,MON,31103066,04/18/2011 04:27:00 PM,DISTRICT 3,45205,EAST PRICE HILL
4,6XX MAPLE AV,39.1414975499832,-84.4938638029887,AVONDALE,AVONDALE,"2,421",139028119,1,"CINC, OH 45236",BLACK,MALE,23,NONFATAL,10/12/2013 12:00:00 AM,OCT,194100,19,SAT,139028119,10/12/2013 07:41:00 PM,DISTRICT 4,45229,AVONDALE
3,10XX ROSS AV,39.1143015842804,-84.5738130982051,EAST PRICE HILL,EAST PRICE HILL,"3,748",169032438,1,,BLACK,MALE,18,NONFATAL,12/11/2016 12:00:00 AM,DEC,195000,19,SUN,169032438,12/11/2016 07:50:00 PM,DISTRICT 3,,EAST PRICE HILL
3,22XX CHAMPLAIN ST,39.1288626829094,-84.5738397137695,SOUTH FAIRMOUNT,WESTWOOD,"1,957",129025972,1,"CIN, OH 45214",WHITE,MALE,21,NONFATAL,09/10/2012 12:00:00 AM,SEP,154500,15,MON,129025972,09/10/2012 03:45:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT - WESTWOOD
4,20XX SEYMOUR AV,39.1828920739091,-84.4567578526775,BOND HILL,BOND HILL,438,40900396,1,,BLACK,FEMALE,17,NONFATAL,01/18/2009 12:00:00 AM,JAN,,N/A,SUN,40900396,01/18/2009 12:00:00 AM,DISTRICT 4,45237,BOND HILL
5,54XX WINNESTE AV,39.1884295844744,-84.5142626625103,WINTON HILLS,WINTON HILLS,"3,406",169005374,1,"CINCINNATI, OH 45223",BLACK,MALE,27,NONFATAL,03/09/2016 12:00:00 AM,MAR,010000,1,WED,169005374,03/09/2016 01:00:00 AM,DISTRICT 5,,WINTON HILLS
4,X W SEYMOUR AV,39.1940037702911,-84.4800839291275,CARTHAGE,CARTHAGE,"3,184",159023605,1,"CINCINNATI, OH 45216",WHITE,MALE,29,NONFATAL,08/31/2015 12:00:00 AM,AUG,154000,15,MON,159023605,08/31/2015 03:40:00 PM,DISTRICT 4,45216,CARTHAGE
1,XX E MCMICKEN AV,39.1154705980687,-84.5158365784718,OVER-THE-RHINE,OVER-THE-RHINE,"1,334",11101139,1,"CINC., OH 45229",BLACK,MALE,23,NONFATAL,03/28/2011 12:00:00 AM,MAR,171500,17,MON,11101139,03/28/2011 05:15:00 PM,DISTRICT 1,45202,OTR
5,53XX BAHAMA TE,39.1884323594829,-84.5654049219509,MT AIRY,MT. AIRY,779,50906929,1,,BLACK,FEMALE,22,NONFATAL,11/19/2009 12:00:00 AM,NOV,,N/A,THU,50906929,11/19/2009 12:00:00 AM,DISTRICT 5,45223,MOUNT AIRY
1,13XX WALNUT ST,39.1107213415524,-84.5132532743378,OVER-THE-RHINE,OVER-THE-RHINE,"1,736",129003953,1,"CINC, OH 45202",BLACK,MALE,32,NONFATAL,02/14/2012 12:00:00 AM,FEB,165000,16,TUE,129003953,02/14/2012 04:50:00 PM,DISTRICT 1,45202,OTR
4,X THILL ST,39.1235246127905,-84.5140504085127,MT AUBURN,MT. AUBURN,"2,745",149022743,1,"CINC, OH 45219",BLACK,MALE,32,NONFATAL,09/09/2014 12:00:00 AM,SEP,193000,19,TUE,149022743,09/09/2014 07:30:00 PM,DISTRICT 4,45219,MOUNT AUBURN
5,42XX COLERAIN AV,39.1627680973073,-84.5501262487097,NORTHSIDE,NORTHSIDE,"2,982",159010569,1,"CINCINNATI, OH 45217",BLACK,FEMALE,35,NONFATAL,04/29/2015 12:00:00 AM,APR,182700,18,WED,159010569,04/29/2015 06:27:00 PM,DISTRICT 5,45223,NORTHSIDE
2,45XX WHETSEL ST,39.1541599864793,-84.3947437671523,MADISONVILLE,MADISONVILLE,"3,070",159016128,1,,OTHER,MALE,115,FATAL,06/19/2015 12:00:00 AM,JUN,090000,9,FRI,159016128,06/19/2015 09:00:00 AM,DISTRICT 2,45227,MADISONVILLE
3,25XX HARRISON AV,39.1406883241623,-84.5836427078967,WESTWOOD,WESTWOOD,"3,652",169023624,1,"CINCINNATI, OH 45202",BLACK,MALE,18,NONFATAL,09/11/2016 12:00:00 AM,SEP,234000,23,SUN,169023624,09/11/2016 11:40:00 PM,DISTRICT 3,,WESTWOOD
1,5XX W LIBERTY ST,39.1128477669539,-84.5282550850664,WEST END,WEST END,"3,836",179005442,1,,BLACK,MALE,55,NONFATAL,02/24/2017 12:00:00 AM,FEB,004000,0,FRI,179005442,02/24/2017 12:40:00 AM,DISTRICT 1,,WEST END
2,18XX CLARION AV,39.1447224910625,-84.468148022606,EVANSTON,EVANSTON,82,20801613,1,,BLACK,MALE,30,NONFATAL,04/13/2008 12:00:00 AM,APR,,N/A,SUN,20801613,04/13/2008 12:00:00 AM,DISTRICT 2,45207,EVANSTON
4,8XX LINCOLN AV,39.133156530393,-84.4890810817798,WALNUT HILLS,WALNUT HILLS,"1,447",41103801,1,"CINC, OH 45229",BLACK,MALE,36,NONFATAL,06/19/2011 12:00:00 AM,JUN,234800,23,SUN,41103801,06/19/2011 11:48:00 PM,DISTRICT 4,45206,WALNUT HILLS
3,20XX MILLVALE CT,39.1495579086544,-84.5553595195322,MILLVALE,MILLVALE,"4,292",189014067,2,,BLACK,MALE,39,NONFATAL,05/29/2018 12:00:00 AM,MAY,040000,4,TUE,189014067,05/29/2018 04:00:00 AM,DISTRICT 3,,MILLVALE
4,23XX GILBERT AV,39.1222020392314,-84.4915864513764,WALNUT HILLS,WALNUT HILLS,"3,254",159028689,2,"CINCINNATI, OH",BLACK,MALE,50,NONFATAL,10/18/2015 12:00:00 AM,OCT,212400,21,SUN,159028689,10/18/2015 09:24:00 PM,DISTRICT 4,,WALNUT HILLS
5,54XX HOLLAND DR,39.1899607371152,-84.5141654755757,WINTON HILLS,WINTON HILLS,"2,402",139026663,1,"CINC, OH 45229",BLACK,MALE,23,NONFATAL,09/28/2013 12:00:00 AM,SEP,123800,12,SAT,139026663,09/28/2013 12:38:00 PM,DISTRICT 5,45232,WINTON HILLS
1,8XX POPLAR ST,39.114018373463,-84.5285908137903,WEST END,WEST END,708,10904116,1,,BLACK,FEMALE,52,NONFATAL,09/05/2009 12:00:00 AM,SEP,,N/A,SAT,10904116,09/05/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
3,29XX FISCHER PL,39.1459410572171,-84.5938542686568,WESTWOOD,WESTWOOD,"2,990",159011126,1,"CINCINNATI, OH 45211",WHITE,MALE,33,NONFATAL,05/05/2015 12:00:00 AM,MAY,112000,11,TUE,159011126,05/05/2015 11:20:00 AM,DISTRICT 3,45211,WESTWOOD
4,8XX HUTCHINS AV,39.1457192743905,-84.4885457108284,AVONDALE,AVONDALE,"1,098",41005423,1,"CINC, OH 45207",BLACK,MALE,30,NONFATAL,08/29/2010 12:00:00 AM,AUG,,N/A,SUN,41005423,08/29/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,8XX BLAIR AV,39.1417941062579,-84.4930394502988,AVONDALE,AVONDALE,"2,675",149016264,1,"CINC, OH 45224",BLACK,MALE,19,NONFATAL,07/06/2014 12:00:00 AM,JUL,032000,3,SUN,149016264,07/06/2014 03:20:00 AM,DISTRICT 4,45229,AVONDALE
3,26XX HARRISON AV,39.1409753492794,-84.5874256853839,WESTWOOD,WESTWOOD,"2,922",159006616,1,"CINTI, OH 45225",BLACK,MALE,31,NONFATAL,03/21/2015 12:00:00 AM,MAR,005300,0,SAT,159006616,03/21/2015 12:53:00 AM,DISTRICT 3,45211,WESTWOOD
3,18XX DREMAN AV,39.1537110693427,-84.5481066912021,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,114,30804189,1,,BLACK,MALE,13,NONFATAL,05/10/2008 12:00:00 AM,MAY,,N/A,SAT,30804189,05/10/2008 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
2,66XX MONTGOMERY RD,39.1900445903814,-84.4115067550501,KENNEDY HEIGHTS,KENNEDY HEIGHTS,"3,385",169004298,1,"CINCINNATI, OH 45213",BLACK,MALE,21,NONFATAL,02/24/2016 12:00:00 AM,FEB,001700,0,WED,169004298,02/24/2016 12:17:00 AM,DISTRICT 2,,KENNEDY HEIGHTS
1,XX E LIBERTY ST,39.1122806980048,-84.5144550551358,OVER-THE-RHINE,OVER-THE-RHINE,"3,258",159028857,1,"CINCINNATI, OH 45205",BLACK,MALE,31,NONFATAL,10/21/2015 12:00:00 AM,OCT,005500,0,WED,159028857,10/21/2015 12:55:00 AM,DISTRICT 1,,OTR
5,60XX LANTANA AV,39.2005748635023,-84.5427236870152,COLLEGE HILL,COLLEGE HILL,106,50802382,1,,BLACK,MALE,20,NONFATAL,05/01/2008 12:00:00 AM,MAY,,N/A,THU,50802382,05/01/2008 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
5,XX TOPRIDGE PL,39.1827929727417,-84.5104775549027,WINTON HILLS,WINTON HILLS,"2,162",139008548,2,"CINCI, OH 45231",BLACK,FEMALE,29,FATAL,04/13/2013 12:00:00 AM,APR,010100,1,SAT,139008548,04/13/2013 01:01:00 AM,DISTRICT 5,45232,WINTON HILLS
1,17XX VINE ST,39.1158563269885,-84.5168137162949,OVER-THE-RHINE,OVER-THE-RHINE,519,10901507,1,,BLACK,MALE,30,FATAL,04/12/2009 12:00:00 AM,APR,,N/A,SUN,10901507,04/12/2009 12:00:00 AM,DISTRICT 1,45202,OTR
1,8XX YORK ST,39.117050033736,-84.529698841188,WEST END,WEST END,"2,308",139018551,1,"CINC, OH 45223",BLACK,MALE,48,NONFATAL,07/15/2013 12:00:00 AM,JUL,211000,21,MON,139018551,07/15/2013 09:10:00 PM,DISTRICT 1,45214,WEST END
5,30XX COLERAIN AV,39.13725810597,-84.5378861071179,CAMP WASHINGTON,CAMP WASHINGTON,"2,055",129036958,1,"CINC, OH 45239",BLACK,MALE,36,NONFATAL,12/21/2012 12:00:00 AM,DEC,034500,3,FRI,129036958,12/21/2012 03:45:00 AM,DISTRICT 5,45225,CAMP WASHINGTON
1,16XX LINN ST,39.1137112647129,-84.5282289206352,WEST END,WEST END,"1,625",11104406,1,"CINC, OH 45238",BLACK,MALE,26,NONFATAL,10/29/2011 12:00:00 AM,OCT,030000,3,SAT,11104406,10/29/2011 03:00:00 AM,DISTRICT 1,45214,WEST END
1,5XX W MCMICKEN ST,39.1221762611146,-84.5299357814478,OVER-THE-RHINE,WEST END,"3,534",169015848,1,"CINCINNATI, OH 45214",BLACK,FEMALE,29,NONFATAL,06/29/2016 12:00:00 AM,JUN,042500,4,WED,169015848,06/29/2016 04:25:00 AM,DISTRICT 1,,OTR
2,36XX WOODFORD RD,39.1790026883828,-84.4143197277505,KENNEDY HEIGHTS,KENNEDY HEIGHTS,"4,495",189032182,1,,BLACK,MALE,25,NONFATAL,12/09/2018 12:00:00 AM,DEC,131500,13,SUN,189032182,12/09/2018 01:15:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
4,7XX WAYNE ST,39.1253681433748,-84.4935007388679,WALNUT HILLS,WALNUT HILLS,163,40804123,1,,BLACK,MALE,22,NONFATAL,06/16/2008 12:00:00 AM,JUN,,N/A,MON,40804123,06/16/2008 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,7XX W COURT ST,39.1056602588905,-84.5284350452644,WEST END,WEST END,"3,703",169027873,1,,BLACK,MALE,17,NONFATAL,10/24/2016 12:00:00 AM,OCT,230000,23,MON,169027873,10/24/2016 11:00:00 PM,DISTRICT 1,,WEST END
3,36XX BOUDINOT AV,39.1539282766454,-84.6035894447395,WESTWOOD,WESTWOOD,"1,706",129000765,1,"CINC, OH 45209",BLACK,MALE,31,NONFATAL,01/11/2012 12:00:00 AM,JAN,011200,1,WED,129000765,01/11/2012 01:12:00 AM,DISTRICT 3,45211,WESTWOOD
3,9XX ELBERON AV,39.1083404022222,-84.5658400904672,EAST PRICE HILL,EAST PRICE HILL,593,30905013,1,,BLACK,MALE,23,NONFATAL,06/06/2009 12:00:00 AM,JUN,,N/A,SAT,30905013,06/06/2009 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,27XX BAKER AV,39.135337146869,-84.5695648060647,SOUTH FAIRMOUNT,EAST WESTWOOD,"3,380",169003967,1,"CINCINNATI, OH 45211",BLACK,MALE,36,NONFATAL,02/20/2016 12:00:00 AM,FEB,004500,0,SAT,169003967,02/20/2016 12:45:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
3,30XX MCHENRY AV,39.1420102429566,-84.579118309012,WESTWOOD,WESTWOOD,"2,788",149026157,1,"CINC, OH 45238",BLACK,MALE,22,NONFATAL,10/12/2014 12:00:00 AM,OCT,211500,21,SUN,149026157,10/12/2014 09:15:00 PM,DISTRICT 3,45211,WESTWOOD
2,52XX KENWOOD RD,39.1627597378921,-84.3864711394895,MADISONVILLE,MADISONVILLE,"1,309",21100779,1,"CINC, OH 45227",BLACK,MALE,23,NONFATAL,02/28/2011 12:00:00 AM,FEB,145500,14,MON,21100779,02/28/2011 02:55:00 PM,DISTRICT 2,45227,MADISONVILLE
1,5XX OLIVER ST,39.1145248234933,-84.524687774037,WEST END,WEST END,764,10905246,1,,BLACK,MALE,22,NONFATAL,11/05/2009 12:00:00 AM,NOV,,N/A,THU,10905246,11/05/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
3,37XX WESTMONT DR,39.1224350875717,-84.5726070419221,WEST PRICE HILL,EAST PRICE HILL,"1,142",31009572,1,"CINC, OH 45205",BLACK,MALE,32,NONFATAL,09/23/2010 12:00:00 AM,SEP,,N/A,THU,31009572,09/23/2010 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
4,37XX READING RD,39.1518640312684,-84.485395560549,NORTH AVONDALE,AVONDALE,120,40803232,1,,BLACK,MALE,40,NONFATAL,05/16/2008 12:00:00 AM,MAY,,N/A,FRI,40803232,05/16/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,XX E MCMICKEN AV,39.1164340489197,-84.5151525148814,OVER-THE-RHINE,OVER-THE-RHINE,"3,980",179026399,1,,WHITE,MALE,37,FATAL,07/10/2017 12:00:00 AM,JUL,063700,6,MON,179026399,07/10/2017 06:37:00 AM,DISTRICT 1,,OTR
3,34XX FYFFE AV,39.1462495230713,-84.5734128324617,EAST WESTWOOD,EAST WESTWOOD,989,31004898,1,,BLACK,MALE,19,NONFATAL,05/31/2010 12:00:00 AM,MAY,,N/A,MON,31004898,05/31/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,14XX LAUREL PARK DR,39.1096593410151,-84.5243998903028,WEST END,WEST END,554,10901882,1,,BLACK,MALE,21,NONFATAL,05/09/2009 12:00:00 AM,MAY,,N/A,SAT,10901882,05/09/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
5,25XX FLANIGAN CT,39.2039172041656,-84.5762062619735,MT AIRY,MT. AIRY,"1,735",129003588,1,"CIN, OH 45246",BLACK,MALE,37,NONFATAL,02/09/2012 12:00:00 AM,FEB,061500,6,THU,129003588,02/09/2012 06:15:00 AM,DISTRICT 5,45239,MOUNT AIRY
4,16XX SUMMIT RD,39.2014437332876,-84.4586134727426,ROSELAWN,ROSELAWN,"4,511",189033860,2,,BLACK,MALE,40,NONFATAL,12/29/2018 12:00:00 AM,DEC,231600,23,SAT,189033860,12/29/2018 11:16:00 PM,DISTRICT 4,,ROSELAWN
3,21XX WESTWOOD NORTHERN BV,39.1442481271689,-84.5633650094612,EAST WESTWOOD,EAST WESTWOOD,"3,410",169005912,1,"CINCINNATI, OH 45225",BLACK,MALE,15,NONFATAL,03/14/2016 12:00:00 AM,MAR,141000,14,MON,169005912,03/14/2016 02:10:00 PM,DISTRICT 3,,EAST WESTWOOD
4,32XX FREDONIA AV,39.1381003873917,-84.4908552903802,AVONDALE,AVONDALE,146,40803828,1,,BLACK,FEMALE,24,NONFATAL,06/06/2008 12:00:00 AM,JUN,,N/A,FRI,40803828,06/06/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,48XX WINNESTE AV,39.1788895685907,-84.5094886429898,WINTON HILLS,WINTON HILLS,680,50904921,1,,BLACK,MALE,20,NONFATAL,08/17/2009 12:00:00 AM,AUG,,N/A,MON,50904921,08/17/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,19XX WESTWOOD NORTHERN BV,39.1439547968444,-84.5588522213708,ENGLISH WOODS,MILLVALE,"2,456",139031857,1,"CINCINNATI, OH 45224",BLACK,MALE,22,NONFATAL,11/22/2013 12:00:00 AM,NOV,143000,14,FRI,139031857,11/22/2013 02:30:00 PM,DISTRICT 3,45225,MILLVALE
5,XX TOPRIDGE PL,39.1825041477312,-84.5116091957317,WINTON HILLS,WINTON HILLS,"3,971",179025290,1,,BLACK,MALE,29,NONFATAL,07/03/2017 12:00:00 AM,JUL,171500,17,MON,179025290,07/03/2017 05:15:00 PM,DISTRICT 5,,WINTON HILLS
5,60XX LANTANA AV,39.2000271870458,-84.5410285361052,COLLEGE HILL,COLLEGE HILL,"3,891",179012260,1,,WHITE,FEMALE,20,NONFATAL,04/09/2017 12:00:00 AM,APR,195800,19,SUN,179012260,04/09/2017 07:58:00 PM,DISTRICT 5,,COLLEGE HILL
3,10XX WINFIELD AV,39.1113326909312,-84.5850345271692,WEST PRICE HILL,WEST PRICE HILL,"4,126",179047001,1,,BLACK,MALE,38,NONFATAL,11/01/2017 12:00:00 AM,NOV,122800,12,WED,179047001,11/01/2017 12:28:00 PM,DISTRICT 3,,WEST PRICE HILL
4,70XX READING RD,39.1859623534935,-84.4641284258772,BOND HILL,ROSELAWN,"2,751",149023017,1,"CINC, OH 45229",BLACK,MALE,16,NONFATAL,09/12/2014 12:00:00 AM,SEP,214500,21,FRI,149023017,09/12/2014 09:45:00 PM,DISTRICT 4,45237,BOND HILL
4,25XX VICTORY PY,39.1249835768205,-84.4845471790763,WALNUT HILLS,WALNUT HILLS,"3,558",169017575,1,"CINCINNATI, OH 45206",BLACK,MALE,23,NONFATAL,07/15/2016 12:00:00 AM,JUL,205000,20,FRI,169017575,07/15/2016 08:50:00 PM,DISTRICT 4,,EAST WALNUT HILLS
